annual_income,monthly_income,loan_amount,existing_debts,debt_to_income_ratio,number_of_credit_cards,credit_utilization_ratio,payment_history,number_of_late_payments,loan_repayment_history,employment_length,age,savings_balance,previous_defaults,credit_history_length,creditworthiness
36300.0,3181.35,39100.0,18000.0,0.4959,4,0.708,Fair,3,Defaulted,46.0,72,2100.0,Yes,5.8,Bad
126500.0,10743.7,10900.0,11300.0,0.0893,6,0.384,Good,2,All Paid,30.5,68,33900.0,No,33.7,Good
23900.0,1939.31,20400.0,6200.0,0.2594,3,0.772,Poor,3,Defaulted,26.7,57,5100.0,No,31.1,Bad
185100.0,15932.25,11800.0,23000.0,0.1243,3,0.428,Poor,3,Delayed,13.9,32,9100.0,No,11.8,Good
154900.0,12926.81,17200.0,35100.0,0.2266,3,0.424,Fair,2,Mostly Paid,10.6,38,5400.0,No,8.3,Good
75000.0,6180.61,38400.0,24700.0,0.3293,5,0.406,Fair,3,Delayed,37.8,64,2400.0,Yes,7.0,Good
20600.0,2011.8,21500.0,2700.0,0.1311,6,0.346,Good,5,Defaulted,4.1,26,4600.0,No,2.9,Bad
39400.0,2875.67,22500.0,61500.0,1.5609,2,0.763,Poor,3,Delayed,7.4,70,500.0,Yes,16.8,Bad
53900.0,4587.67,32200.0,13400.0,0.2486,6,0.583,Poor,4,Delayed,1.4,26,700.0,No,1.5,Good
60100.0,4993.77,8200.0,31400.0,0.5225,8,0.6,Poor,4,Delayed,3.9,27,6400.0,No,4.7,Good
43000.0,3872.97,52000.0,16700.0,0.3884,4,0.92,Fair,4,Mostly Paid,11.2,69,10600.0,No,27.2,Good
22200.0,1970.98,23000.0,12800.0,0.5766,3,0.776,Fair,3,Delayed,37.2,74,5800.0,Yes,34.8,Bad
78000.0,6527.82,27900.0,4500.0,0.0577,1,0.386,Fair,2,All Paid,0.3,70,9300.0,No,7.2,Good
68300.0,5824.19,133100.0,5200.0,0.0761,1,0.553,Poor,3,All Paid,3.1,43,16500.0,No,7.6,Bad
41600.0,3255.55,19800.0,8300.0,0.1995,6,0.307,Excellent,1,Delayed,4.2,58,6600.0,Yes,14.3,Good
22500.0,2068.36,41600.0,12900.0,0.5733,3,0.881,Fair,3,All Paid,30.0,52,17500.0,Yes,25.4,Bad
300000.0,24731.08,22400.0,19800.0,0.066,3,0.564,Fair,3,Mostly Paid,23.4,69,11100.0,No,38.0,Good
62800.0,5305.03,83600.0,66700.0,1.0621,3,0.571,Poor,3,Mostly Paid,2.6,42,12000.0,No,7.0,Bad
111700.0,9315.46,70700.0,4600.0,0.0412,1,0.305,Excellent,2,All Paid,10.7,43,15600.0,No,11.5,Good
59100.0,4572.39,14700.0,3400.0,0.0575,5,0.616,Poor,2,All Paid,3.4,28,3100.0,No,4.4,Bad
22900.0,1922.12,46200.0,1300.0,0.0568,4,0.217,Excellent,0,All Paid,25.1,55,6800.0,No,17.8,Good
44100.0,3731.4,7400.0,11700.0,0.2653,2,0.513,Good,3,Delayed,2.2,19,3300.0,Yes,0.6,Good
45100.0,3627.36,120600.0,33800.0,0.7494,2,1.0,Fair,4,Mostly Paid,5.3,24,4800.0,Yes,3.0,Bad
138500.0,11339.18,20000.0,12200.0,0.0881,4,0.296,Poor,1,Mostly Paid,10.6,35,13500.0,No,3.6,Good
89000.0,7515.1,67400.0,21500.0,0.2416,3,0.342,Good,1,Mostly Paid,26.4,44,5500.0,No,16.1,Good
40900.0,3480.8,18400.0,2400.0,0.0587,3,0.44,Excellent,2,All Paid,5.0,51,5100.0,No,12.2,Good
243200.0,20312.03,40100.0,72800.0,0.2993,6,0.437,Good,1,All Paid,26.5,44,31700.0,No,13.0,Good
45200.0,3768.44,148800.0,1800.0,0.0398,4,0.402,Excellent,2,Defaulted,14.9,34,12800.0,No,8.9,Bad
300000.0,24886.69,78300.0,60800.0,0.2027,0,0.359,Excellent,1,All Paid,29.8,60,87400.0,No,29.5,Good
300000.0,25454.44,11100.0,95800.0,0.3193,3,0.751,Fair,4,Delayed,41.8,61,10900.0,No,6.9,Good
33800.0,2757.0,32800.0,8800.0,0.2604,4,0.394,Good,2,Mostly Paid,36.8,68,6600.0,No,22.3,Good
44400.0,3526.98,20000.0,2000.0,0.045,2,0.476,Good,1,Mostly Paid,36.3,71,20600.0,No,39.2,Good
63300.0,5285.89,24900.0,3300.0,0.0521,3,0.293,Good,1,All Paid,9.8,41,2000.0,Yes,7.9,Good
90900.0,7538.81,19300.0,30300.0,0.3333,4,0.568,Poor,4,Delayed,4.1,42,12100.0,No,10.3,Good
68800.0,5669.03,19300.0,34200.0,0.4971,2,0.756,Fair,3,Mostly Paid,2.7,24,19600.0,No,1.1,Bad
246700.0,20933.19,32400.0,120000.0,0.4864,3,0.822,Fair,3,Delayed,22.6,69,47100.0,No,32.5,Good
103700.0,8415.72,12500.0,52300.0,0.5043,3,0.77,Poor,6,Defaulted,5.0,23,2700.0,No,1.0,Bad
35500.0,2965.82,32000.0,38800.0,1.093,6,0.566,Good,3,Defaulted,3.8,70,4100.0,Yes,28.7,Bad
27200.0,2054.13,16400.0,4300.0,0.1581,1,0.378,Good,1,Defaulted,17.9,41,4400.0,No,8.7,Bad
95800.0,7875.13,16900.0,11600.0,0.1211,4,0.476,Excellent,1,All Paid,8.3,50,105600.0,No,11.1,Good
31200.0,2947.22,52000.0,300.0,0.0096,2,0.376,Fair,2,Mostly Paid,48.8,66,1700.0,No,25.0,Good
120700.0,10114.62,6100.0,21600.0,0.179,2,0.255,Excellent,1,Delayed,,46,98100.0,No,14.4,Good
44200.0,3737.21,21800.0,14000.0,0.3167,2,0.402,Fair,4,Defaulted,12.6,60,4700.0,Yes,16.5,Good
45700.0,3620.44,23300.0,23200.0,0.5077,2,0.799,Poor,7,Defaulted,14.5,39,2500.0,Yes,6.5,Bad
20700.0,1640.08,28200.0,1900.0,0.0918,3,0.695,Fair,3,Delayed,19.5,43,2700.0,Yes,11.8,Bad
98500.0,8572.96,43700.0,21300.0,0.2162,8,0.536,Fair,3,All Paid,16.9,45,19300.0,No,8.0,Good
27800.0,2416.54,21200.0,9000.0,0.3237,2,0.478,Excellent,1,All Paid,44.9,67,1800.0,No,8.6,Good
116300.0,9623.72,13400.0,28000.0,0.2408,1,1.0,Poor,5,Mostly Paid,,38,8500.0,Yes,13.8,Bad
64000.0,5421.45,80700.0,6100.0,0.0953,2,0.288,Fair,3,Mostly Paid,21.3,66,25200.0,Yes,29.0,Good
119700.0,10028.53,143800.0,57100.0,0.477,2,0.638,Fair,4,Mostly Paid,3.9,24,166100.0,Yes,1.1,Bad
77000.0,6248.78,5700.0,4400.0,0.0571,3,0.213,Fair,2,All Paid,4.1,34,6400.0,No,3.6,Good
25600.0,2059.57,32700.0,18100.0,0.707,2,0.96,Fair,3,Mostly Paid,4.9,37,1300.0,No,3.4,Bad
114300.0,9975.91,19600.0,104600.0,0.9151,3,0.73,Fair,3,All Paid,40.3,58,36500.0,No,26.8,Good
24700.0,2136.73,16400.0,3400.0,0.1377,1,0.424,Good,1,Mostly Paid,48.1,66,5000.0,No,31.4,Good
62300.0,4877.86,19300.0,8800.0,0.1413,2,0.415,Poor,2,All Paid,12.7,37,1800.0,No,7.7,Good
32300.0,2793.71,40600.0,13200.0,0.4087,0,0.539,Good,2,Mostly Paid,33.2,71,19400.0,No,36.4,Good
110700.0,9485.62,12400.0,20200.0,0.1825,4,0.803,Poor,3,Defaulted,12.2,39,2300.0,No,17.2,Bad
177700.0,14627.46,90400.0,1500.0,0.0084,1,0.369,Fair,3,All Paid,21.3,45,35400.0,Yes,21.8,Good
72500.0,5950.3,27000.0,54900.0,0.7572,1,,Fair,3,Defaulted,22.1,57,8500.0,Yes,31.5,Bad
68700.0,6015.75,18800.0,11600.0,0.1689,4,0.46,Excellent,1,Delayed,2.2,66,11700.0,No,33.9,Good
113800.0,9490.32,55800.0,7800.0,0.0685,2,0.138,Excellent,0,Mostly Paid,1.0,24,6000.0,No,1.8,Good
20300.0,1663.09,5600.0,4900.0,0.2414,2,0.901,Good,4,Defaulted,1.4,18,5200.0,Yes,0.5,Bad
182400.0,14932.79,24800.0,13500.0,0.074,5,0.703,Good,2,Delayed,31.1,49,117700.0,No,21.4,Good
34300.0,3072.45,20400.0,2400.0,0.07,4,0.387,Excellent,2,All Paid,12.7,30,4700.0,No,4.1,Good
289300.0,24070.64,19400.0,68500.0,0.2368,3,0.404,Good,2,Delayed,18.2,47,43300.0,No,10.1,Good
106600.0,8449.14,19400.0,15900.0,0.1492,0,0.205,Good,2,Mostly Paid,16.9,40,6300.0,No,3.5,Good
116700.0,9410.47,6100.0,29800.0,0.2554,4,0.339,Fair,1,Mostly Paid,20.9,68,52400.0,No,30.6,Good
89400.0,7337.68,10800.0,120000.0,1.3423,0,0.737,Good,2,All Paid,45.3,73,63900.0,No,22.5,Bad
61500.0,4910.43,10400.0,36100.0,0.587,2,1.0,Poor,5,All Paid,11.8,36,19500.0,Yes,4.6,Bad
75100.0,6075.14,150000.0,200.0,0.0027,1,0.065,Good,1,Mostly Paid,20.8,49,12300.0,No,17.8,Good
23100.0,2393.93,5800.0,400.0,0.0173,7,0.551,Fair,2,Defaulted,12.0,47,15000.0,Yes,23.6,Good
83600.0,7108.17,11400.0,23600.0,0.2823,4,0.5,Fair,3,Mostly Paid,10.6,46,3300.0,No,13.0,Good
83900.0,6476.2,133000.0,24800.0,0.2956,3,0.364,Fair,5,Mostly Paid,38.1,66,11400.0,No,25.7,Good
164200.0,13620.47,39600.0,103700.0,0.6315,5,1.0,Fair,5,Mostly Paid,3.6,62,25800.0,No,9.6,Good
65800.0,5465.43,26000.0,19600.0,0.2979,0,0.92,Fair,3,Mostly Paid,18.6,46,9400.0,Yes,6.2,Bad
25200.0,1804.61,7900.0,2000.0,0.0794,6,0.369,Fair,3,Mostly Paid,0.6,47,8700.0,Yes,12.6,Bad
43800.0,3756.88,43800.0,8300.0,0.1895,4,0.33,Fair,3,Mostly Paid,2.3,33,10200.0,No,11.1,Good
89300.0,7033.39,10200.0,44300.0,0.4961,1,0.629,Good,2,Mostly Paid,12.9,57,2900.0,No,29.5,Good
37800.0,3369.39,43900.0,29000.0,0.7672,1,0.64,Excellent,3,Mostly Paid,15.0,36,3700.0,No,10.4,Good
41400.0,3738.31,140500.0,3400.0,0.0821,4,0.312,Excellent,2,Mostly Paid,1.2,35,3900.0,Yes,6.3,Good
131600.0,11437.18,31600.0,30600.0,0.2325,1,0.709,Fair,4,Defaulted,0.1,18,22400.0,No,0.6,Bad
77100.0,6110.13,13400.0,4000.0,0.0519,4,0.158,Good,0,All Paid,3.2,31,5800.0,No,4.3,Good
66200.0,5242.49,39400.0,13600.0,0.2054,3,0.391,Good,2,Mostly Paid,50.8,68,2200.0,No,12.9,Good
44900.0,3880.2,30200.0,1300.0,0.029,4,0.124,Good,0,All Paid,16.7,64,10000.0,No,30.9,Good
105300.0,9011.54,31700.0,89800.0,0.8528,2,0.818,Poor,4,Delayed,34.6,67,40600.0,No,31.3,Good
42100.0,3670.12,27800.0,12800.0,0.304,1,0.599,Fair,3,All Paid,1.4,19,23100.0,No,1.4,Good
106800.0,9115.94,44200.0,61700.0,0.5777,2,0.554,Fair,3,Defaulted,39.6,71,77300.0,Yes,27.2,Bad
24700.0,2333.7,34700.0,47200.0,1.9109,5,0.804,Poor,3,Defaulted,21.3,45,8000.0,Yes,20.4,Bad
149900.0,12532.12,150000.0,9100.0,0.0607,3,0.382,Good,2,Mostly Paid,23.5,66,5000.0,No,5.8,Good
65000.0,5374.16,66200.0,23100.0,0.3554,3,0.996,Poor,4,Mostly Paid,18.8,67,25400.0,No,13.9,Good
57500.0,4518.03,15800.0,37600.0,0.6539,3,1.0,Fair,5,Delayed,5.0,47,6400.0,No,19.9,Bad
81400.0,6723.71,50300.0,20900.0,0.2568,3,0.315,Good,2,Delayed,38.9,55,21800.0,No,15.1,Good
83600.0,6937.69,13400.0,25600.0,0.3062,3,0.641,Good,2,All Paid,20.9,68,13200.0,No,13.6,Good
29200.0,2243.4,58400.0,4600.0,0.1575,0,0.619,Excellent,2,Delayed,3.4,21,10800.0,No,2.6,Good
111800.0,9309.02,10600.0,37700.0,0.3372,3,0.815,Fair,5,Mostly Paid,0.5,18,12900.0,No,0.7,Good
41000.0,3204.19,27500.0,6200.0,0.1512,3,0.373,Fair,3,Mostly Paid,0.7,25,1000.0,No,3.4,Good
173000.0,14639.33,59700.0,33600.0,0.1942,1,0.324,Good,1,Mostly Paid,4.9,46,28700.0,No,12.4,Good
130700.0,10976.83,16500.0,4300.0,0.0329,4,0.165,Excellent,0,All Paid,35.1,72,5400.0,No,35.6,Good
47600.0,3874.75,68500.0,100.0,0.0021,3,0.501,Fair,3,Defaulted,,56,32600.0,Yes,25.0,Bad
127200.0,10637.77,41200.0,2200.0,0.0173,3,0.258,Good,1,Defaulted,2.1,20,19500.0,No,2.1,Good
48600.0,3828.98,22700.0,3100.0,0.0638,3,0.086,Fair,1,Defaulted,26.6,49,8300.0,No,17.7,Good
26900.0,2040.93,24300.0,4900.0,0.1822,3,0.801,Poor,3,Defaulted,4.3,27,13300.0,Yes,2.3,Bad
232400.0,19239.9,96100.0,1500.0,0.0065,3,0.392,Poor,3,Mostly Paid,1.3,27,46000.0,No,4.8,Good
88700.0,7353.28,13600.0,4500.0,0.0507,4,0.48,,3,Mostly Paid,10.1,36,6900.0,No,7.0,Good
59600.0,4994.91,46400.0,27200.0,0.4564,1,0.73,Good,2,Mostly Paid,44.3,63,4700.0,No,5.5,Good
53000.0,4445.7,48000.0,22800.0,0.4302,4,0.645,Poor,5,Defaulted,,51,7900.0,Yes,8.1,Bad
45500.0,3527.91,94500.0,21300.0,0.4681,2,0.546,Good,2,Mostly Paid,20.2,50,18800.0,No,8.0,Good
279200.0,23250.52,48700.0,120000.0,0.4298,0,0.625,Good,3,Defaulted,21.7,40,88900.0,Yes,3.6,Good
29400.0,2286.39,35700.0,1100.0,0.0374,4,0.335,Excellent,1,Mostly Paid,10.6,72,19800.0,No,23.0,Good
44600.0,3034.87,86500.0,2400.0,0.0538,1,0.119,Fair,1,Mostly Paid,6.9,45,1200.0,No,12.8,Good
63200.0,5881.78,66800.0,7700.0,0.1218,4,0.22,Excellent,0,All Paid,27.1,49,4400.0,No,10.8,Good
62300.0,5031.94,49200.0,46100.0,0.74,7,0.821,Fair,4,All Paid,5.0,67,1500.0,No,19.4,Bad
61400.0,4968.04,6200.0,27500.0,0.4479,1,0.642,Poor,3,Mostly Paid,,24,17600.0,Yes,3.4,Bad
32600.0,2447.38,21400.0,3800.0,0.1166,8,0.422,Good,1,Mostly Paid,24.0,46,1500.0,No,5.3,Good
30200.0,2305.17,40000.0,800.0,0.0265,6,0.165,Fair,2,All Paid,3.9,25,1100.0,No,3.9,Good
39100.0,3220.6,30900.0,11200.0,0.2864,1,0.737,Fair,3,Delayed,0.2,18,6900.0,No,0.6,Bad
179900.0,15262.03,18500.0,16000.0,0.0889,4,0.191,Good,0,All Paid,45.1,74,19600.0,No,40.6,Good
27800.0,2277.8,10500.0,6300.0,0.2266,3,0.257,Good,2,Mostly Paid,11.3,72,7500.0,No,17.1,Good
112100.0,9276.95,33200.0,95600.0,0.8528,3,0.973,Fair,4,Delayed,1.5,20,15500.0,No,1.9,Bad
112100.0,9581.72,16800.0,28600.0,0.2551,1,0.534,Good,3,Delayed,16.2,41,12900.0,No,12.6,Good
127900.0,10553.45,14300.0,98800.0,0.7725,4,0.666,Good,3,Delayed,18.2,40,14700.0,No,10.4,Good
161500.0,13462.56,22800.0,24200.0,0.1498,4,0.639,Fair,3,Delayed,2.5,25,66900.0,Yes,5.9,Good
39800.0,3132.35,58900.0,12000.0,0.3015,4,0.628,Excellent,2,Delayed,25.0,71,4500.0,No,28.8,Good
36500.0,3378.69,28400.0,24600.0,0.674,4,0.706,Fair,3,All Paid,47.1,74,3500.0,No,20.3,Good
60700.0,5268.04,13500.0,16100.0,0.2652,3,0.883,Poor,3,Delayed,43.4,64,5500.0,No,28.2,Good
40000.0,3302.74,9400.0,11500.0,0.2875,1,0.57,Fair,4,Defaulted,31.1,54,2300.0,No,28.6,Good
106200.0,8770.11,29200.0,40100.0,0.3776,2,0.51,,6,Delayed,1.4,20,42400.0,No,2.2,Bad
85700.0,7135.3,60400.0,55000.0,0.6418,5,0.644,Good,3,Mostly Paid,35.5,68,3200.0,No,40.1,Good
155200.0,12905.66,42000.0,4300.0,0.0277,0,0.554,Poor,3,All Paid,10.5,50,74800.0,No,5.5,Good
25600.0,1823.97,14200.0,3200.0,0.125,5,0.4,Fair,3,Delayed,0.9,45,2200.0,Yes,11.5,Bad
180300.0,15241.53,25100.0,27400.0,0.152,1,0.269,Good,1,Mostly Paid,23.5,64,83300.0,No,18.9,Good
42600.0,3504.57,72600.0,30700.0,0.7207,3,0.789,Poor,4,Delayed,6.5,25,13800.0,No,2.9,Bad
63900.0,5704.67,11800.0,59900.0,0.9374,6,1.0,Poor,5,Delayed,14.4,51,11600.0,Yes,7.6,Bad
57500.0,4876.03,31600.0,2200.0,0.0383,2,0.202,Good,1,All Paid,26.8,52,13200.0,No,23.9,Good
112800.0,8895.78,20400.0,4300.0,0.0381,3,0.075,Good,1,Delayed,10.9,49,9400.0,No,18.3,Good
55400.0,4360.34,9600.0,45400.0,0.8195,2,0.777,Poor,4,Defaulted,24.9,41,10000.0,Yes,12.6,Bad
206800.0,16804.12,6800.0,21800.0,0.1054,5,0.39,Good,2,Delayed,2.7,31,14800.0,No,5.8,Good
171300.0,14016.19,33400.0,14200.0,0.0829,4,0.479,Good,3,Mostly Paid,16.1,49,18100.0,No,11.9,Good
153700.0,12481.61,5700.0,1700.0,0.0111,2,0.318,Fair,2,Mostly Paid,50.3,73,45000.0,No,36.4,Good
24800.0,2117.18,8800.0,2400.0,0.0968,3,0.522,Poor,3,Mostly Paid,13.0,63,1900.0,Yes,21.6,Good
145200.0,12036.78,19900.0,51500.0,0.3547,3,0.582,Fair,4,Delayed,26.9,60,53500.0,No,22.6,Good
118900.0,10056.44,6600.0,19800.0,0.1665,4,0.53,Fair,3,Delayed,14.7,33,11700.0,No,2.7,Good
27100.0,2250.71,22900.0,5900.0,0.2177,3,0.589,Excellent,2,Mostly Paid,3.7,21,4600.0,No,1.7,Good
27400.0,2235.27,9900.0,20500.0,0.7482,2,0.789,Good,3,Mostly Paid,6.3,69,16100.0,No,9.9,Good
26900.0,2642.31,20100.0,1000.0,0.0372,6,,Good,2,Delayed,34.8,54,6700.0,No,5.1,Good
20700.0,1769.56,59800.0,500.0,0.0242,3,0.448,Good,2,All Paid,47.3,71,4800.0,No,31.5,Good
71700.0,5958.9,39500.0,41100.0,0.5732,3,0.897,Poor,3,Mostly Paid,8.0,38,18300.0,No,6.1,Good
255700.0,21137.65,25600.0,114400.0,0.4474,1,0.74,Fair,2,Mostly Paid,7.4,31,128500.0,No,10.9,Good
57500.0,4556.48,8400.0,5300.0,0.0922,4,0.494,Good,2,Mostly Paid,19.6,48,3800.0,No,16.2,Good
70600.0,6037.43,38800.0,8300.0,0.1176,3,0.15,Poor,0,Delayed,44.5,72,13900.0,No,30.3,Good
243700.0,20450.47,11300.0,27200.0,0.1116,3,0.398,Good,1,Delayed,16.9,65,25400.0,No,11.4,Good
39200.0,3580.98,7800.0,12300.0,0.3138,2,0.569,Poor,2,Mostly Paid,16.1,35,600.0,No,3.4,Good
147100.0,12354.12,43200.0,2800.0,0.019,1,0.269,Fair,3,Delayed,0.6,24,,Yes,3.3,Good
71400.0,5871.38,90100.0,14400.0,0.2017,5,0.288,Good,1,Mostly Paid,0.5,27,6100.0,No,7.5,Good
74800.0,6335.54,26600.0,3200.0,0.0428,4,0.542,Fair,3,Defaulted,7.3,24,13000.0,No,1.0,Bad
47300.0,3925.61,6500.0,24300.0,0.5137,5,0.761,Fair,4,Mostly Paid,7.8,50,20700.0,Yes,15.0,Good
73600.0,6306.41,79300.0,10600.0,0.144,1,0.477,Fair,2,Defaulted,18.8,40,23600.0,No,5.5,Good
24900.0,2341.87,7400.0,5600.0,0.2249,3,0.455,Good,2,All Paid,5.7,38,4500.0,No,13.6,Good
114000.0,9466.29,75700.0,1000.0,0.0088,0,0.412,Good,1,Delayed,2.9,36,2200.0,No,11.0,Good
41800.0,3834.8,22400.0,800.0,0.0191,8,0.177,Good,1,Delayed,4.7,65,3300.0,No,8.1,Good
162100.0,13746.0,20900.0,54700.0,0.3374,2,0.639,Fair,2,Defaulted,12.2,36,15300.0,Yes,10.1,Bad
49800.0,4153.54,32400.0,21700.0,0.4357,1,0.47,Good,1,Delayed,30.7,53,10200.0,No,28.4,Good
30000.0,2634.15,115200.0,11100.0,0.37,2,0.604,Fair,3,Delayed,22.3,46,900.0,Yes,13.6,Bad
97400.0,8177.77,85200.0,39000.0,0.4004,1,0.436,Good,1,Delayed,15.2,35,15200.0,No,5.4,Good
31700.0,2646.07,27200.0,1100.0,0.0347,4,0.344,Fair,4,Defaulted,1.1,19,15200.0,Yes,0.5,Bad
111100.0,9640.96,46700.0,39400.0,0.3546,5,0.466,Good,2,Delayed,1.7,18,27700.0,No,0.8,Good
244000.0,20436.85,35400.0,14700.0,0.0602,1,0.485,Good,2,Mostly Paid,21.7,64,78300.0,No,23.2,Good
118300.0,9690.14,46400.0,3700.0,0.0313,1,0.094,Good,0,All Paid,4.2,22,27600.0,No,1.8,Good
21500.0,1586.07,66900.0,9100.0,0.4233,2,,Good,2,Delayed,10.7,37,1500.0,No,5.0,Bad
79500.0,6427.58,6200.0,52500.0,0.6604,2,0.54,Fair,4,Mostly Paid,2.9,28,2400.0,No,8.4,Good
97300.0,8206.23,18800.0,36800.0,0.3782,7,0.782,Poor,3,Defaulted,9.1,59,34900.0,Yes,22.6,Bad
133500.0,11056.7,117100.0,65600.0,0.4914,4,0.941,Poor,4,Mostly Paid,1.2,19,32200.0,No,0.5,Bad
23700.0,2041.66,109400.0,33600.0,1.4177,2,0.66,Fair,3,All Paid,3.8,20,4600.0,Yes,0.5,Bad
62500.0,5395.61,5400.0,2700.0,0.0432,2,0.361,Poor,1,Mostly Paid,20.3,40,3100.0,No,17.4,Good
69800.0,6222.41,12900.0,70300.0,1.0072,2,0.583,Poor,3,Delayed,15.6,72,13400.0,No,32.8,Bad
32000.0,2602.97,150000.0,8800.0,0.275,1,0.385,Fair,3,Mostly Paid,11.1,29,700.0,No,2.1,Bad
45300.0,3493.29,28800.0,22800.0,0.5033,3,0.98,Fair,3,Defaulted,1.5,37,1600.0,No,10.7,Bad
57700.0,5166.81,34800.0,18200.0,0.3154,3,0.573,Fair,4,Mostly Paid,0.7,22,4800.0,No,2.0,Good
136400.0,11075.25,11400.0,34500.0,0.2529,4,0.554,Fair,2,Delayed,23.7,54,16500.0,Yes,24.1,Good
192300.0,15725.71,83700.0,70200.0,0.3651,3,0.521,Excellent,2,Mostly Paid,34.8,55,5400.0,No,11.1,Good
84300.0,7378.29,14200.0,9800.0,0.1163,7,0.403,Excellent,1,All Paid,23.9,47,2700.0,No,11.0,Good
52700.0,4604.91,12400.0,40800.0,0.7742,0,0.668,Fair,3,All Paid,8.8,26,14100.0,Yes,2.0,Bad
39000.0,3346.97,14100.0,1400.0,0.0359,3,0.43,Fair,3,All Paid,29.7,51,7100.0,Yes,9.4,Good
281600.0,23456.68,93200.0,32300.0,0.1147,4,0.532,Good,2,Mostly Paid,46.0,70,43500.0,No,12.3,Good
284900.0,23693.83,47500.0,2700.0,0.0095,3,0.049,Poor,2,Delayed,34.5,61,34800.0,No,5.1,Good
188300.0,15561.5,56200.0,17900.0,0.0951,8,0.355,Fair,3,Delayed,18.0,52,141800.0,No,4.6,Good
120100.0,9951.72,21600.0,8900.0,0.0741,4,0.248,Fair,0,All Paid,49.8,69,1700.0,No,35.6,Good
45600.0,3790.52,89000.0,700.0,0.0154,2,0.231,Good,0,All Paid,7.3,75,2300.0,No,38.4,Good
130400.0,10591.78,59500.0,26500.0,0.2032,3,0.751,Good,4,All Paid,16.6,39,27700.0,No,4.4,Good
54200.0,4352.62,53600.0,10300.0,0.19,4,0.623,Fair,2,All Paid,39.3,61,2100.0,No,25.0,Good
45700.0,3385.95,128800.0,1100.0,0.0241,6,0.304,Excellent,1,Delayed,,41,8600.0,Yes,14.9,Bad
108800.0,9082.25,21000.0,9900.0,0.091,4,0.446,Fair,2,Mostly Paid,6.9,34,18800.0,No,2.3,Good
25400.0,2132.29,38000.0,23400.0,0.9213,7,0.554,Poor,3,Mostly Paid,2.4,27,18500.0,No,1.6,Bad
23200.0,2289.04,89300.0,800.0,0.0345,1,0.521,Poor,4,Defaulted,0.9,47,10500.0,No,14.8,Bad
58600.0,4958.44,59800.0,6400.0,0.1092,5,0.414,Good,1,Mostly Paid,35.3,73,34600.0,No,20.3,Good
58300.0,4747.12,34000.0,600.0,0.0103,5,,Good,0,Delayed,24.5,63,1900.0,Yes,27.1,Good
166900.0,13868.26,7800.0,8100.0,0.0485,1,0.166,Excellent,0,Delayed,4.9,40,68100.0,Yes,11.3,Good
28800.0,2497.36,42000.0,10400.0,0.3611,8,0.894,Good,4,Delayed,0.3,49,1300.0,Yes,3.9,Bad
28600.0,2428.86,31200.0,3900.0,0.1364,4,0.509,Poor,3,Mostly Paid,15.0,34,6200.0,No,9.8,Good
30400.0,2648.99,12100.0,5500.0,0.1809,2,0.555,Fair,2,All Paid,36.1,67,8200.0,No,12.1,Good
22000.0,1908.74,79900.0,1100.0,0.05,3,0.293,Good,1,All Paid,12.0,68,1300.0,No,16.3,Bad
24800.0,2016.14,19700.0,8500.0,0.3427,3,0.762,Fair,3,Delayed,7.9,34,5500.0,Yes,10.5,Good
90100.0,7401.17,22200.0,37600.0,0.4173,2,0.637,Good,2,Mostly Paid,,31,1500.0,No,9.0,Good
56700.0,4607.09,44100.0,3400.0,0.06,4,0.255,Good,2,Mostly Paid,5.0,26,4400.0,Yes,3.1,Good
113700.0,9289.95,28500.0,1600.0,0.0141,3,0.034,Poor,5,Defaulted,9.0,57,58300.0,No,6.5,Good
300000.0,24783.58,8300.0,7600.0,0.0253,1,0.546,Good,2,All Paid,2.1,19,11800.0,No,1.3,Good
89900.0,7859.36,22200.0,28900.0,0.3215,2,0.606,Good,3,Delayed,0.5,62,1700.0,No,31.9,Good
23400.0,1974.94,8500.0,1000.0,0.0427,1,0.09,Good,1,All Paid,3.2,42,3200.0,No,19.4,Good
27200.0,2235.61,12400.0,5600.0,0.2059,1,0.425,Good,2,Mostly Paid,34.4,56,10800.0,No,12.6,Good
158400.0,13100.82,5300.0,7900.0,0.0499,1,0.449,Fair,3,Delayed,1.1,26,3000.0,Yes,1.7,Bad
68700.0,5810.78,12000.0,3800.0,0.0553,2,0.386,Good,1,Mostly Paid,39.2,71,6500.0,No,40.8,Good
133200.0,11340.73,19000.0,200.0,0.0015,2,0.013,Fair,4,Defaulted,,39,61800.0,Yes,8.4,Good
146200.0,12327.99,32000.0,17000.0,0.1163,3,0.209,Good,2,Mostly Paid,8.4,60,4200.0,No,7.1,Good
190700.0,16075.98,93100.0,5400.0,0.0283,4,0.32,Good,2,Mostly Paid,34.0,63,14700.0,No,20.7,Good
214500.0,17757.69,32200.0,32200.0,0.1501,2,0.669,Fair,3,Defaulted,3.8,21,65100.0,Yes,0.9,Bad
72600.0,6049.17,47800.0,19800.0,0.2727,0,0.767,Fair,4,Delayed,5.7,43,11900.0,Yes,9.1,Bad
47100.0,3810.32,20500.0,6500.0,0.138,0,0.634,Fair,2,All Paid,10.5,75,17300.0,No,18.8,Good
232300.0,19379.74,53700.0,85100.0,0.3663,4,0.738,Fair,4,Delayed,2.8,46,6000.0,No,22.9,Good
71500.0,6212.85,38900.0,29000.0,0.4056,4,0.538,Good,2,Mostly Paid,7.3,62,36700.0,No,24.6,Good
